id,date,tweet
1323333525022662656,2020-11-02 18:37:53+00:00,"İnsanların günahları felakete yol açar mı? Elbette.

Şöyle ki;
Kaçak yapılar
Malzemeden çalmak
Göl yataklarına binalar dikmek
Deprem yönetmeliğine uymamak
İlk yardım bilgisi olmamak
Uzmanları dinlememek vs.

Bunlar bizim günahlarımız ve Allah her günahkar toplumu afetlere çarpar."
1323331206017175553,2020-11-02 18:28:40+00:00,Bazı Ehl-i Kur'an'ın yorumlarına bakıyorum da sanki evrene müdahale etmeyen bir Allah'tan bahsediyor gibiler. Kainattaki tüm hadiseler Allah'ın koyduğu ölçülere göre cereyan eder. Bu durum kimine rahmet kimine gazap olarak yansır. Deprem hak edene göre hem rahmettir hem de ceza.
1323330485741932546,2020-11-02 18:25:48+00:00,"Valla biz deprem vergileri nerede falan diye olaya ufak bakmıyoruz.

Kısaca dlyoruz'ki 20 yılda 2'2yüz milyar$ nerede diyoruz."
1323326298098458624,2020-11-02 18:09:10+00:00,arkadaşlar bayramlarda Atatürk'ü paylaşmamak ya da depremde deprem storyleri atmamak bizleri duyarsız yapmaz bilginiz olsunke
1323325844731940867,2020-11-02 18:07:22+00:00,"“Fikret Orman paralar nerede?” Dedik, o bile hesabını vermedi.. 
Bunlar hiçbir şeyin hesabını vermezler, ama biz yine de soralım: “Deprem vergileri nerede?!”"
1323325161513357313,2020-11-02 18:04:39+00:00,"deprem olur eleştiri zamanı değil birlik zamanı derler, yakılan ormanları araba satarlar, itiraz edene derdiniz agac degil derler, hatalarını soylersin fetocu derler, 2004 te alinmasi sonlanacak olan deprem vergisi nerde dersin yol yaptik diye sırıtırlar #DepremParalarıNerede"
1323325110833553409,2020-11-02 18:04:27+00:00,"Corona salgını olur veriler yalan yanlış,deprem olur büyüklüğü bile... napıyorsunuz Vallahi aklım almıyor💆‍♀️acaba diyorum toptan mitomani yemi yakalandınız olur mu olur🤦🏼‍♀️o da bulaşıcıdır yerine göre,bunu neden diyorum,hasta başka vaka başka ya hani?e belki mitomanide bulaşıcıdır.."
1323324707375034371,2020-11-02 18:02:51+00:00,"O kadar fazla Kültür Hukuk gurubu var ki deprem olsa hangisine yazacağımı bilmiyorum... Burdan yetkililere seslenmek istiyorum. Acaba bir de ""Afet Hukuku Çift"" mi kursak? Ordan toplumsal olaylarda ve bayramlarda mesajlaşırız?!?"
1323321345271279616,2020-11-02 17:49:29+00:00,"Buraya bırakıyorum, eğerki enkaz altında kalırsam arka bahçede köpeğim yaşıyor 9 aylık felan ama aslan gibidir, adı ; Şila onu kurtarın o beni bulur #deprem"
1323318663445913610,2020-11-02 17:38:50+00:00,O değil de deprem vergileri nerde??
1323315232412995585,2020-11-02 17:25:12+00:00,Deprem vergileri nerede ???
1323314766362890241,2020-11-02 17:23:20+00:00,Deprem vergileri nerde? @HMBakanligi
1323309244184252421,2020-11-02 17:01:24+00:00,"Yardım yapmayı planlıyorsanız @ahbapplatformu @haluklevent  üzerinden yapınız.
Malum diğerlerinin nereye gittiği mechul..
Yıllardır ödenen deprem vergilerinde olduğu gibi..."
1323306568839028736,2020-11-02 16:50:46+00:00,"Her doğal afette ve felaketlerde mutlaka linç edecek sosyal medya fenomenlerini buluyorlar. 

Asıl linç edilmesi gerekenler çevre şehircilik bakanlıkları, belediye başkanlıkları olmalı. 

O fenomenleri ciddiye alıp tepemize çıkartan sizler, linçleyen de sizler. 

#deprem"
1323305529687592961,2020-11-02 16:46:38+00:00,Deprem doğal afetlerin en acımasızıdır.Maddi ve manevi hasarı derin ve kalıcıdır.Türkiyemizin beklenen ağır İstanbul depremini nasıl kaldırabileceği tartışılmalıdır.Deprem ile mücadele terörle mücadele kadar önemlidir.
1323303789575737347,2020-11-02 16:39:43+00:00,Açıklamalara göre Toplanan DEPREM VERGİLERİYLE 35 tane OSMANGAZİ köprüsü yapılıyormuş.#DepremParalarıNerede
1323303131850166278,2020-11-02 16:37:07+00:00,"ÖYLE BİR DEVİR DÜŞÜNÜN Kİ;İLİMDEN,BİLİMDEN, 
VİCDANDAN,AHLAKTAN UZAK;SAPKINLIK,ÖZENTİLİK,VURDUMDUYMAZLIK TAVAN YAPMIŞ.SALGIN,DEPREM,SAVAŞTAN HARİÇ BU DEVRE DENK GELMEKTEN HİCAP DUYUYORUM.KİMİN NE ZAMAN BU HAYATTAN KOPACAĞI BELLİ Mİ? BUGÜN VARSIN BELKİ YARIN YOK.. ONA GÖRE YAŞA!"
1323301957340200960,2020-11-02 16:32:27+00:00,Dertlerimi sikim.. ne kadar bos her sey. Yuregim dugum oldu sesim solugum cikamiyor kac gundur.. sadece deprem izleyip hic biseyi kafaya takmamayi ve hic biseyi ertelememeyi dusunur oldum. Bi de koy veya kasabada minik bir ev yapmayi hayal ediyorum artik.
1323300024890044417,2020-11-02 16:24:46+00:00,"İzmir halkı her şey olabilir ama ""gavur mavur"" değil hacım.

Son 3 gündür test edildi onaylandı...⤵️

Adamlardaki yardımlaşma adeta eski Anadolu gibi...⤵️

(deprem hırsızları bile başka illerden gelmiş.)"
1323299961958735876,2020-11-02 16:24:31+00:00,"#günay #deprem #izmir
Günay, helal olsun kardeşim... ❤️💛
112 yi aramayı, video çekmeyi akıl etmek, aferin"
1323298374204968967,2020-11-02 16:18:12+00:00,akuta parayı yine halk gönderiyor hükümetimiz deprem paramızı niye kullanmıyor
1323297868749414400,2020-11-02 16:16:12+00:00,Deprem vergileri sizin olsun! Çocuklarımızın geleceğini daha fazla çalmayın yeter..
1323297786788532225,2020-11-02 16:15:52+00:00,"#deprem. Elif Perinçek, yavrumuz üç gün sonra enkaz altından sağ olarak kurtarıldı. Hepimizin hafızasına kazınan olay, Elif, in minik eliyle görevlinin parmağını sıkıca tutup bırakmamasıydı. Emin olun Elif, o binanın müteahhitinin kulağından tutardı.!! #gecmisolsunizmirim."
1323296653139431425,2020-11-02 16:11:22+00:00,"Cinten kurtulmak için yada ""mürşidi"" halvet halindeyken onunla halvet olan bunu şeref sayan zavallının zinadan ötürü binalar yıkılıyor deprem oluyor demesi aslında normal.⤵️

Ve bu ""normallerden Türkiyede bi hayli var.

✴️✴️✴️✴️✴️

Yavrum

Yeliz elif elhamdülillah

Aziz nesin"
1323295688164335618,2020-11-02 16:07:32+00:00,İzmir bld başkanı ızindemi acaba deprem alanında hiç görülmedi
1323295236534226948,2020-11-02 16:05:44+00:00,"#birumutla soruyoruz .
Deprem vergileri nerede ?"
1323294477797175301,2020-11-02 16:02:43+00:00,Deprem vergileri nerede ?
1323292301800689673,2020-11-02 15:54:04+00:00,"Deprem vergileri nerede ?
#depremvergileri"
1323290377181417472,2020-11-02 15:46:26+00:00,"Istanbul'da olması beklenen deprem için;yollar, köprüler,hele kanal IST.yapmayın,binaları kuvvetlendirin..."
1323289416694222852,2020-11-02 15:42:37+00:00,"Kul itaat eder, vatandaş hesap sorar.

Deprem vergileri nerede?!"
1323281815436726273,2020-11-02 15:12:24+00:00,Şehirler gökyüzüne doğru değil enlemesine genişlemelidir #deprem
1323278877364465664,2020-11-02 15:00:44+00:00,"Deprem Allah'ın imtihanı ise,Japon'lar kesin soruları çalıyor..."
1323277093946462208,2020-11-02 14:53:39+00:00,"Sahi, deprem vergileri nerede?"
1323272677948346369,2020-11-02 14:36:06+00:00,"Deprem vergileri nerde diye soramayacaksam ""yeri ve zamanı şimdi değilse"" neden siyaset okuyorum ki onu bile soramayacaksam"
1323270532142452741,2020-11-02 14:27:34+00:00,Deprem ve tüm vergiler nereye gitti açıklayın bekliyoruz.
1323269365710675971,2020-11-02 14:22:56+00:00,"58 KERE DEPREM ARAŞTIRMA ÖNERGESİ REDDEDİLDİ. 
7 KERE İMAR AFFI ÇIKARILDI. 
BAŞKA SÖZÜM YOK."
1323267419717160963,2020-11-02 14:15:12+00:00,Mahallemizin deprem toplanma alanı Haliç Kıyısında. Olası bir tsunami senaryosunda dalgaların Haliç Köprüsünü aşması bekleniyor. Olası bir tsunami senaryosunda deprem toplanma noktası sular altında kalıyor.
1323263776334991368,2020-11-02 14:00:43+00:00,Deprem vergileri nerede? @Gulnuray
1323261832421904386,2020-11-02 13:53:00+00:00,Deprem vergileri nerede?
1323258035565985793,2020-11-02 13:37:55+00:00,"#Deprem din imtihanı değil
#Mühendislik imdihanıdır biline..."
1323256863534841856,2020-11-02 13:33:15+00:00,"Maalesef deprem 1 ay sonra unutulacak ve beklenen büyük Marmara depremi için bir çalışma yapılmayacak. Çarpık kentleşme , dayanıksız binalar ve devlet erkanının umursamazlığı neticesinde büyük kayıplar olması muhtemel. Umarım yanlış düşünüyorumdur. İnsanlar ölmesin. Barış ✌🏼"
1323252809001820168,2020-11-02 13:17:09+00:00,"İzmir belediye başkanı Tunç soyer ..
Her gün 16 da deprem bilgileri yapılanları ihtiyaçları şeffaf bir şekil de halkımızla paylaşacağız dedi ..
Her zamanki gibi yandaş tv ler kör ve sağır aynı zaman da sığırlar da ..
Basın toplantısını canlı vermiyorlarr ..
Sürekli akp güzellemsi"
1323251846773907460,2020-11-02 13:13:19+00:00,"Deprem vergileri nerde?
#AliKaygusuz"
1323251114557538304,2020-11-02 13:10:25+00:00,Adamlar deprem olacak diye diye bağırıyor. İstiyoruz ki gün ve saat verilsin o an dışarda bekleyelim. Öyle bir saçmalık yok. Artık herkes üzerine düşeni yapmalı göcük altında kaldıktan sonra herşey çok geç. Yiten canlar için artık köklü bir değişiklik lazım #izmiryanindayiz
1323248485093748736,2020-11-02 12:59:58+00:00,Fay haritası görmek istemiyoruz. Deprem bilimciler yıllardır üzerlerine düşen görevi yerine getirip bağıra bağıra deprem olacak diyorlar zaten. Bunun için müneccim olmaya gerek yok! Artık tüm ülkede kökten bir yapılanma yenilenme görmek istiyoruz. #depremdeğilcinayet
1323244921512464389,2020-11-02 12:45:48+00:00,Deprem vergileri nerede?
1323236957988802562,2020-11-02 12:14:09+00:00,"AKP HDP MHP li vekiller siz neden izmire gitmiyorsunuz?bu gün  gitmiyorsanız başka zamanda gitmeyin orası başka bir ülke mi ?
Birlik zamanı siyaset zamanı değil,halk bunu bir kenara yazar sandık geldiğinde de defteri açar.
Bir adım gelene iki adım gidilir.
#deprem"
1323236859510693888,2020-11-02 12:13:46+00:00,"4.4 izmir :((
#deprem"
1323234135486464001,2020-11-02 12:02:57+00:00,"İnsanlar evsiz kalıyor, yuvasız her şeyini kaybediyor ve siz insafsızca kiraları arttırıyorsunuz. #izmirinyanındayız #deprem #izmirdeprem"
1323233685777383425,2020-11-02 12:01:09+00:00,Yine deprem olacak gibi off.
1323233616806236161,2020-11-02 12:00:53+00:00,"Deprem Bölgelerinde Yapılan Binaların Hepsinin, Belediyeler ve Hükümet Tarafından Denetimi Yapılması Gerekli. Hangileri 7-8 Şiddetinin Altındaki Depremlere Dayanacak Güçte Değilse? Yıkımları Yapılarak, Şiddete Dayanma Gücü Olabilecek Yeni Bina İnşaa Etmeleri Lazım"
1323233496836513792,2020-11-02 12:00:24+00:00,"Deprem vergisi diye birşey vardı, değil mi?"
1323226761124040704,2020-11-02 11:33:38+00:00,"Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
Deprem vergileri nerede
#depremvergilerinerede"
1323217583890452481,2020-11-02 10:57:10+00:00,"Yapılan yardımlar ne kadar mutlu ediyor insanı. PEKİ
DEPREM VERGİLERİ NEREDE???
#izmirdepreminde"
1323213530930335746,2020-11-02 10:41:04+00:00,"#depremvergilerinerede 
Deprem vergileri nerede ? 
Deprem vergileri nerede ? 
Deprem vergileri nerede ?"
1323212091898081280,2020-11-02 10:35:21+00:00,"Türkiye'nin bütün riskli bölgelerinde her mahallede 'deprem tim' i kurulmalı. Çürük binalar, kolonlar, kirişler için."
1323211190319960065,2020-11-02 10:31:46+00:00,Deprem vergisi niye alıyorsun ????
1323210163017469954,2020-11-02 10:27:41+00:00,Üç beş gün sonra depremi yine unutacağız. İstanbullular olarak büyük depremi bekleyeceğiz. Kimse deprem için hazırlık yapmayacak. Bir gün o deprem geldiğinde yıkılan binalar altında kalan insanların yanına gelip şov yapacak siyasiler ve zinhar yine kimse sorumluluk almayacak
1323206997399998465,2020-11-02 10:15:06+00:00,"Deprem haberlerine, enkaz görüntülerine bakamıyorum. 

Depremden bu yana sadece yazılı medyayı izleyebildim, belki yanlış ama yüreğim elvermiyor.
 
Acıdan kaçıyorum, bilemiyorum.

Allah , bu felaketi yaşayan cânım İzmirlilerin yardımcısı olsun 🙏"
1323206724380205056,2020-11-02 10:14:01+00:00,"Adam, memet, gecensene ölen kır kısrak sağ mı diye soruyor. -Memet öldüğünü bildiğin halde niye sordun diyor. Adam laf olsunda, konuşalım, muhabbet olsun . CHP iktidara soruyor, deprem icin toplanan 70 milyar nerede diye soruyor. Bu ancak muhabbet olsun diye sorulur. Kuş olmuş."
1323206532033581056,2020-11-02 10:13:15+00:00,"müteahhitin çaldığı malzemeden, doğru düzgün inşa edilmeyen binalardan, deprem için yeterince önlem alınmamasından dolayı katledildi"
1323202728475152384,2020-11-02 09:58:09+00:00,70.8 Milyar Liralık Deprem Vergisi Ne Oldu ?
1323201310016102402,2020-11-02 09:52:30+00:00,"Hayat bizden ibaret değil.Canlar gidiyor. Umutlar azalıyor ama hep var!Şu bi kaç gün birşeyler paylaşmasak ölmeyiz. Acılarına hürmeten,yaslarına saygıdan.Elbette hayat bir yerlerde bir şekilde devam ediyor ama biraz saygılı.Biraz empatili! #deprem  #izmirinyanındayız #umudumuzvar"
1323199719837937664,2020-11-02 09:46:11+00:00,"Şunu da unutmayın arkadaşlar,eğer deprem İzmir’de olmasa hiçbiri Şeyma’nın cadılar bayramını eleştirmeyecekti.Bundan adım kadar eminim !!
#seymasubasi"
1323198740627415041,2020-11-02 09:42:18+00:00,Deprem haberlerini okurken yutkunmakta zorlaniyorum :((
1323196239031246848,2020-11-02 09:32:21+00:00,Deprem bölgesinde yaşıyoruz ve devletin hiçbir önlem almadığına tanık olduk
1323194709616087047,2020-11-02 09:26:17+00:00,"deprem haberlerini okumuyorum, dinlemiyorum, izlemiyorum. okur, dinler, izlersem saçlarım beyazlar benim. dayanamıyorum..."
1323193159233523713,2020-11-02 09:20:07+00:00,"İzmir depremi işini bilmeyen insanları ekrana çıkararak çözemezsiniz. Deprem değil insanları öldüren, kötü işçilikler, kalitesiz mimarlar, mühendisler ve müteahhitlerdir onlarca acının sebebi. 3 gün sonra unutmadan bu acıları artık sorumlulular ceza alsın."
1323190985086652416,2020-11-02 09:11:29+00:00,"Bir dakikalık empatiye davet ediyorum. 
Küçük kızınız göçük altında kalmış 65 saattir haber alamıyorsunuz tam ümidi kesmeye başlamışsınız o güzel haber geliyor.
""kızınız kurtuldu"" inanılmaz karmaşık inanılmaz kötü ve mutlu anlar dizisi... 
Allah kimseye yaşatmasın.
#Deprem"
1323190199346733057,2020-11-02 09:08:21+00:00,Deprem öldürmez sağlam yapılmayan binalar öldürür #izmirinyanındayız
1323189129740455936,2020-11-02 09:04:06+00:00,Sürekli ödediğimiz deprem vergileri nerede??? #deprem #izmir #izmirdepremi #izmirinyanındayız
1323189028108337154,2020-11-02 09:03:42+00:00,Kızılay neden yardım topluyor? Deprem vergileri nerede??
1323188173225267200,2020-11-02 09:00:18+00:00,"Şantiyedeyken elime bir kez hilti aldım. Bir dakika kullansanız on dakika titriyorsunuz. Ağır, zor kontrol edilen, çok yorucu. Arama kurtarmaları gördükçe dua ediyorum. Elleri dert görmesin, canlarına zeval gelmesin, bütün iyilikler güzellikler yollarına serilsin.🙏✨#deprem"
1323187802612314115,2020-11-02 08:58:50+00:00,"Bu ülkede nasıl ölmek daha iyi bilmiyorum. Deprem dahil her ölümün sorumlusu var ama korunuyorlar. Çorlu tren kazasında yitirdiğimiz Oğuz Arda Sel’in annesi hala ağlıyor. Rabia Naz’ın babası hala ağlıyor. Nadira’ya ne oldu, hala kimse bilmiyor... ve niceleri..."
1323186286765682690,2020-11-02 08:52:49+00:00,"Televizyonda sunucu olmak için ders verdiğim kişilere şunu anlatıyorum;”ilk önce konuğu neden yayına aldığınızı,konu başlığı ile ilgisini,uzmanlığını açıklamanız lazım seyirciye.”Ee tv’yi açıyor aynı kelleler Suriye,deprem,ekonomi,iç,dış politika konuşuyor!Neden itiraz etmiyorlar"
1323186175226634240,2020-11-02 08:52:22+00:00,Deprem kıyamet alistirmasidir diyen bir diyanet işleri başkanı var oldukça bu ülkede daha nice insanlar maalesef depremden ölür belki bu yarın biz ölürüz başka gün siz olursunuz
1323182495299477504,2020-11-02 08:37:45+00:00,"Eğer İstanbulda, İzmirde yaşanan deprem gibi bir deprem olursa eğer bana ve aileme bişey olursa bina sağlam diyen apartman yöneticisinin amına koyim."
1323180768508694528,2020-11-02 08:30:53+00:00,"Malesef dünyanın en pahalı yaşayıp, en ucuz ölen milletiyiz !
Bizi yönetenleri Saraylarda yaşatıp Bizler ekonomik şartlardan dolayı Deprem riskine rağmen  en ucuz konutlarda yaşamak zorunda kalıyoruz. Bu bir kader değil, tercihtir !
Artık umut var !
@iyiparti 
@meral_aksener"
1323178346675580928,2020-11-02 08:21:15+00:00,"99 depreminden sonra konan çeşitli dolaylı vergiler yıllardır kalkmadı. Yirmi yıldır deprem konusunda , müteahhit karını ön planda tutan kiçi kırık bir kentsel dönüşüm politikası dışında elle tutulur bir şey yapılmadı bildiğim kadarı ile . Bari şimdiden sonra yapılsa."
1323175990038855684,2020-11-02 08:11:54+00:00,depremde hayatını kaybedenlerin sayısı 83 oldu #izmir #deprem
1323175537553137666,2020-11-02 08:10:06+00:00,"Deprem haberleri, 
Covid-19 haberleri, 
Buz gibi havalara giriş,
Pazartesi filan... 
Güzel bir hafta olsun inşallah. 🙄🙄🙄"
1323171855025524736,2020-11-02 07:55:28+00:00,"Sayın bakanları Tv'de izledim ve deprem sonrası hizmetlerin artık devlet tarafından yapıldığını görüp ülkem adına mutlu oldum..

Sanırım artık sosyal devlet oluyoruz.
Devlet bizi ne zaman çağırsa gittik, artık biz çağırdığımızda devlet te geliyor..

@drbetulsayan 
@murat_kurum"
1323169529082507264,2020-11-02 07:46:13+00:00,"Deprem kaderimiz ,terör kaderimiz miş gibi yaşamak  zorunda değiliz. 
Milletin gözünü, beynini açması  hesap sorması yeterli."
1323169283447410688,2020-11-02 07:45:15+00:00,İstanbul’da bulunan binalar en azından 99 depreminden sonra ne derece kontrol edildi? (Deprem öncesi yapılar) Ben şahsen hiçbir binanın kontrol edilip yıkıp yeniden yapılmasına şahit olmadım. Kesinlikle onbinlerce bina var İstanbul’da depremi kaldıramayacak.
